site	sample	technology	lanes	depth	percent	type	value
HanXRQChr00c0001.68176	HT305_ND1W-27.sort.bam	X10	3570_6	24	0.0613090286499181	control	0
HanXRQChr00c0001.68176	HT9_MK6-20.sort.bam	HiSeq2500	3392_4	8	0.0277038377283081	within_lane	0
HanXRQChr00c0001.68176	HT9_MK6-20.sort.bam	HiSeq2500	3392_4	8	0.0277038377283081	control	1
HanXRQChr00c0001.68178	HT258_KS2A-38.sort.bam	X10	3563_8	11	0.0613090286499181	within_lane	0
HanXRQChr00c0001.68178	HT258_KS2A-38.sort.bam	X10	3563_8	11	0.0613090286499181	control	0
HanXRQChr00c0001.68178	HT269_IA1W-5.sort.bam	X10	3577_1;3564_1	31	0.0613090286499181	within_lane	0
HanXRQChr00c0001.68178	HT269_IA1W-5.sort.bam	X10	3577_1;3564_1	31	0.0613090286499181	control	0
HanXRQChr00c0001.68178	HT345_KS1W-2.sort.bam	X10	3577_3;3564_3	19	0.0613090286499181	within_lane	0
HanXRQChr00c0001.68178	HT345_KS1W-2.sort.bam	X10	3577_3;3564_3	19	0.0613090286499181	control	1
HanXRQChr00c0001.68209	Q144C_ND1W-31.sort.bam	X10	3570_2	14	0.318182445314499	within_lane	0
HanXRQChr00c0001.68209	Q144C_ND1W-31.sort.bam	X10	3570_2	14	0.318182445314499	control	1
HanXRQChr00c0001.68209	HT288_SD1A-24.sort.bam	X10	3570_5	9	0.295850070967657	within_lane	1
HanXRQChr00c0001.68209	HT288_SD1A-24.sort.bam	X10	3570_5	9	0.295850070967657	control	1
HanXRQChr00c0001.68209	HT81_MK2-14.sort.bam	HiSeq2500	3392_5	14	0.288541631282617	within_lane	1
HanXRQChr00c0001.68209	HT81_MK2-14.sort.bam	HiSeq2500	3392_5	14	0.288541631282617	control	0
HanXRQChr00c0001.68209	HT331_P-10.sort.bam	X10	3577_3;3564_3	19	0.318182445314499	within_lane	1
HanXRQChr00c0001.68209	HT331_P-10.sort.bam	X10	3577_3;3564_3	19	0.318182445314499	control	0
HanXRQChr00c0001.68210	HT188_MO1A-27.sort.bam	HiSeq2500	3441_7;3393_3	14	0.940377509996328	within_lane	1
HanXRQChr00c0001.68210	HT188_MO1A-27.sort.bam	HiSeq2500	3441_7;3393_3	14	0.940377509996328	control	1
HanXRQChr00c0001.68210	HT365_IA2W-11.sort.bam	X10	3570_7	18	0.609336020393796	within_lane	1
HanXRQChr00c0001.68210	HT365_IA2W-11.sort.bam	X10	3570_7	18	0.609336020393796	control	0
HanXRQChr00c0001.68210	HT269_IA1W-5.sort.bam	X10	3577_1;3564_1	27	0.609336020393796	within_lane	0
HanXRQChr00c0001.68210	HT269_IA1W-5.sort.bam	X10	3577_1;3564_1	27	0.609336020393796	control	0
HanXRQChr00c0001.68210	HT013_SD2W-18.sort.bam	X10	3570_8	21	0.609336020393796	within_lane	1
HanXRQChr00c0001.68210	HT013_SD2W-18.sort.bam	X10	3570_8	21	0.609336020393796	control	1
HanXRQChr00c0001.68210	Q101_SK1A-17A.sort.bam	X10	3570_1	10	0.596131709989591	within_lane	0
HanXRQChr00c0001.68210	Q101_SK1A-17A.sort.bam	X10	3570_1	10	0.596131709989591	control	1
HanXRQChr00c0001.68210	HT033N_IA2W-38.sort.bam	X10	3570_2	14	0.609336020393796	within_lane	1
HanXRQChr00c0001.68210	HT033N_IA2W-38.sort.bam	X10	3570_2	14	0.609336020393796	control	0
HanXRQChr00c0001.68214	HT205_MK7-8.sort.bam	HiSeq2500	3393_4	5	0.147133483181129	within_lane	0
HanXRQChr00c0001.68214	HT205_MK7-8.sort.bam	HiSeq2500	3393_4	5	0.147133483181129	control	0
HanXRQChr00c0001.68214	HT269_IA1W-5.sort.bam	X10	3577_1;3564_1	27	0.147133483181129	within_lane	1
HanXRQChr00c0001.68214	HT269_IA1W-5.sort.bam	X10	3577_1;3564_1	27	0.147133483181129	control	0
HanXRQChr00c0001.68214	HT86_MK4-1.sort.bam	HiSeq2500	3441_5;3392_5	6	0.401197740895838	within_lane	0
HanXRQChr00c0001.68214	HT86_MK4-1.sort.bam	HiSeq2500	3441_5;3392_5	6	0.401197740895838	control	0
HanXRQChr00c0001.68214	HT271_IA1W-15.sort.bam	X10	3577_1;3564_1	6	0.147133483181129	within_lane	1
HanXRQChr00c0001.68214	HT271_IA1W-15.sort.bam	X10	3577_1;3564_1	6	0.147133483181129	control	0
HanXRQChr00c0001.68214	HT78_MK1-17.sort.bam	HiSeq2500	3392_4	10	0.10691603392792	within_lane	0
HanXRQChr00c0001.68214	HT78_MK1-17.sort.bam	HiSeq2500	3392_4	10	0.10691603392792	control	0
HanXRQChr00c0001.68214	HT089_MK5-27.sort.bam	X10	3563_7	28	0.147133483181129	within_lane	0
HanXRQChr00c0001.68214	HT089_MK5-27.sort.bam	X10	3563_7	28	0.147133483181129	control	0
HanXRQChr00c0001.68214	HT270_IA1W_11R.sort.bam	X10	3577_1;3564_1	10	0.119450390325381	within_lane	0
HanXRQChr00c0001.68214	HT270_IA1W_11R.sort.bam	X10	3577_1;3564_1	10	0.119450390325381	control	1
HanXRQChr00c0001.68218	QPD5_MK4-9.sort.bam	X10	3577_5;3564_5	15	0.0615184942440068	within_lane	0
HanXRQChr00c0001.68218	QPD5_MK4-9.sort.bam	X10	3577_5;3564_5	15	0.0615184942440068	control	0
HanXRQChr00c0001.68218	HT255_KS1W-29.sort.bam	X10	3563_8	15	0.0615184942440068	within_lane	0
HanXRQChr00c0001.68218	HT255_KS1W-29.sort.bam	X10	3563_8	15	0.0615184942440068	control	0
HanXRQChr00c0001.68218	QPB4_IA2A-9.sort.bam	X10	3570_3	16	0.0278242947537155	within_lane	0
HanXRQChr00c0001.68218	QPB4_IA2A-9.sort.bam	X10	3570_3	16	0.0278242947537155	control	0
HanXRQChr00c0001.68269	HT279_P-9.sort.bam	X10	3570_5	5	0.0312203282507539	within_lane	0
HanXRQChr00c0001.68269	HT279_P-9.sort.bam	X10	3570_5	5	0.0312203282507539	control	0
HanXRQChr00c0001.68269	HT054_IA2A-1.sort.bam	X10	3577_4;3564_4	16	0.0312203282507539	within_lane	0
HanXRQChr00c0001.68269	HT054_IA2A-1.sort.bam	X10	3577_4;3564_4	16	0.0312203282507539	control	0
HanXRQChr00c0001.68269	QPB4_IA2A-9.sort.bam	X10	3570_3	13	0.0139980236277646	within_lane	0
HanXRQChr00c0001.68269	QPB4_IA2A-9.sort.bam	X10	3570_3	13	0.0139980236277646	control	0
HanXRQChr00c0001.68269	HT126_MK1-6.sort.bam	HiSeq2500	3392_7	9	0.0312203282507539	within_lane	0
HanXRQChr00c0001.68269	HT126_MK1-6.sort.bam	HiSeq2500	3392_7	9	0.0312203282507539	control	0
HanXRQChr00c0001.68269	HT011_IA2W-37.sort.bam	X10	3570_8	15	0.0312203282507539	within_lane	0
HanXRQChr00c0001.68269	HT011_IA2W-37.sort.bam	X10	3570_8	15	0.0312203282507539	control	0
HanXRQChr00c0001.68269	HT374_SD2A-36.sort.bam	X10	3570_8	20	0.0312203282507539	within_lane	0
HanXRQChr00c0001.68269	HT374_SD2A-36.sort.bam	X10	3570_8	20	0.0312203282507539	control	0
HanXRQChr00c0001.68269	HT288_SD1A-24.sort.bam	X10	3570_5	9	0.0312203282507539	within_lane	0
HanXRQChr00c0001.68269	HT288_SD1A-24.sort.bam	X10	3570_5	9	0.0312203282507539	control	0
HanXRQChr00c0001.68269	Q098_SD1W-14.sort.bam	X10	3570_1	9	0.0312203282507539	within_lane	0
HanXRQChr00c0001.68269	Q098_SD1W-14.sort.bam	X10	3570_1	9	0.0312203282507539	control	0
HanXRQChr00c0001.68269	QPD2_KS1W-32.sort.bam	X10	3577_5;3564_5	35	0.0312203282507539	within_lane	0
HanXRQChr00c0001.68269	QPD2_KS1W-32.sort.bam	X10	3577_5;3564_5	35	0.0312203282507539	control	0
HanXRQChr00c0001.68272	HT244_IA1A-25.sort.bam	X10	3563_8	28	0.439909291498606	within_lane	1
HanXRQChr00c0001.68272	HT244_IA1A-25.sort.bam	X10	3563_8	28	0.439909291498606	control	1
HanXRQChr00c0001.68272	HT205_MK7-8.sort.bam	HiSeq2500	3393_4	5	0.421292998744309	within_lane	1
HanXRQChr00c0001.68272	HT205_MK7-8.sort.bam	HiSeq2500	3393_4	5	0.421292998744309	control	1
HanXRQChr00c0001.68272	Q082_KS2A-14.sort.bam	X10	3577_7;3564_7	21	0.439909291498606	within_lane	1
HanXRQChr00c0001.68272	Q082_KS2A-14.sort.bam	X10	3577_7;3564_7	21	0.439909291498606	control	0
HanXRQChr00c0001.68272	HT258_KS2A-38.sort.bam	X10	3563_8	11	0.439909291498606	within_lane	1
HanXRQChr00c0001.68272	HT258_KS2A-38.sort.bam	X10	3563_8	11	0.439909291498606	control	1
HanXRQChr00c0001.68272	HT160_MK7-23.sort.bam	HiSeq2500	3441_7;3393_1	16	0.845534135482341	within_lane	1
HanXRQChr00c0001.68272	HT160_MK7-23.sort.bam	HiSeq2500	3441_7;3393_1	16	0.845534135482341	control	1
HanXRQChr00c0001.68284	HT011_IA2W-37.sort.bam	X10	3570_8	15	0.0909201786055326	within_lane	0
HanXRQChr00c0001.68284	HT011_IA2W-37.sort.bam	X10	3570_8	15	0.0909201786055326	control	0
HanXRQChr00c0001.68284	HT210_MO1A-25.sort.bam	HiSeq2500	3441_7;3393_5	12	0.19074437156763	within_lane	0
HanXRQChr00c0001.68284	HT210_MO1A-25.sort.bam	HiSeq2500	3441_7;3393_5	12	0.19074437156763	control	0
HanXRQChr00c0001.68285	HT256_KS2A-4.sort.bam	X10	3563_8	13	0.0909201786055326	within_lane	1
HanXRQChr00c0001.68285	HT256_KS2A-4.sort.bam	X10	3563_8	13	0.0909201786055326	control	0
HanXRQChr00c0001.68285	Q084_KS2W-32.sort.bam	X10	3579_1;3564_8	31	0.0909201786055326	within_lane	0
HanXRQChr00c0001.68285	Q084_KS2W-32.sort.bam	X10	3579_1;3564_8	31	0.0909201786055326	control	0
HanXRQChr00c0001.68287	HT260_MK1-4.sort.bam	X10	3577_1;3564_1	10	0.341801933645516	within_lane	1
HanXRQChr00c0001.68287	HT260_MK1-4.sort.bam	X10	3577_1;3564_1	10	0.341801933645516	control	1
HanXRQChr00c0001.68287	HT228_KS2W-12.sort.bam	HiSeq2500	3441_6;3393_6	10	0.69881961906937	within_lane	1
HanXRQChr00c0001.68287	HT228_KS2W-12.sort.bam	HiSeq2500	3441_6;3393_6	10	0.69881961906937	control	1
HanXRQChr00c0001.68287	HT81_MK2-14.sort.bam	HiSeq2500	3392_5	6	0.29026971634361	within_lane	1
HanXRQChr00c0001.68287	HT81_MK2-14.sort.bam	HiSeq2500	3392_5	6	0.29026971634361	control	0
HanXRQChr00c0001.68287	HT270_IA1W_11R.sort.bam	X10	3577_1;3564_1	13	0.341801933645516	within_lane	1
HanXRQChr00c0001.68287	HT270_IA1W_11R.sort.bam	X10	3577_1;3564_1	13	0.341801933645516	control	0
HanXRQChr00c0001.68296	HT255_KS1W-29.sort.bam	X10	3563_8	16	0.0909201786055326	within_lane	0
HanXRQChr00c0001.68296	HT255_KS1W-29.sort.bam	X10	3563_8	16	0.0909201786055326	control	0
HanXRQChr00c0001.68296	QPA3_SK1A-22.sort.bam	X10	3570_3	6	0.0414806228651816	within_lane	0
HanXRQChr00c0001.68296	QPA3_SK1A-22.sort.bam	X10	3570_3	6	0.0414806228651816	control	0
HanXRQChr00c0001.68296	Q100_SD2W-23R.sort.bam	X10	3570_1	8	0.0909201786055326	within_lane	0
HanXRQChr00c0001.68296	Q100_SD2W-23R.sort.bam	X10	3570_1	8	0.0909201786055326	control	0
HanXRQChr00c0001.68296	HT126_MK1-6.sort.bam	HiSeq2500	3392_7	12	0.0909201786055326	within_lane	0
HanXRQChr00c0001.68296	HT126_MK1-6.sort.bam	HiSeq2500	3392_7	12	0.0909201786055326	control	0
HanXRQChr00c0001.68296	QPD2_KS1W-32.sort.bam	X10	3577_5;3564_5	36	0.0909201786055326	within_lane	1
HanXRQChr00c0001.68296	QPD2_KS1W-32.sort.bam	X10	3577_5;3564_5	36	0.0909201786055326	control	0
HanXRQChr00c0001.68312	Q166B_ND1W-25.sort.bam	X10	3570_2	6	0.439909291498606	within_lane	0
HanXRQChr00c0001.68312	Q166B_ND1W-25.sort.bam	X10	3570_2	6	0.439909291498606	control	0
HanXRQChr00c0001.68312	HT243_IA1A-11.sort.bam	X10	3563_8	11	0.421292998744309	within_lane	1
HanXRQChr00c0001.68312	HT243_IA1A-11.sort.bam	X10	3563_8	11	0.421292998744309	control	0
HanXRQChr00c0001.68312	HT334_P-21.sort.bam	X10	3577_3;3564_3	26	0.439909291498606	within_lane	0
HanXRQChr00c0001.68312	HT334_P-21.sort.bam	X10	3577_3;3564_3	26	0.439909291498606	control	0
HanXRQChr00c0001.68312	HT213_ND1W-20.sort.bam	HiSeq2500	3441_6;3393_5	9	0.824298647618048	within_lane	0
HanXRQChr00c0001.68312	HT213_ND1W-20.sort.bam	HiSeq2500	3441_6;3393_5	9	0.824298647618048	control	1
HanXRQChr00c0001.68313	HT319_IA2A-31.sort.bam	X10	3577_2;3564_2	14	0.635861080006629	within_lane	0
HanXRQChr00c0001.68313	HT319_IA2A-31.sort.bam	X10	3577_2;3564_2	14	0.635861080006629	control	0
HanXRQChr00c0001.68313	HT104_KS2W-15R.sort.bam	HiSeq2500	3392_6	5	0.623460172599508	within_lane	0
HanXRQChr00c0001.68313	HT104_KS2W-15R.sort.bam	HiSeq2500	3392_6	5	0.623460172599508	control	1
HanXRQChr00c0001.68313	HT231_MB1W-8.sort.bam	HiSeq2500	3393_7	8	0.623460172599508	within_lane	0
HanXRQChr00c0001.68313	HT231_MB1W-8.sort.bam	HiSeq2500	3393_7	8	0.623460172599508	control	1
HanXRQChr00c0001.68331	HT229_Man-6.sort.bam	HiSeq2500	3393_6	11	0.0613090286499181	within_lane	0
HanXRQChr00c0001.68331	HT229_Man-6.sort.bam	HiSeq2500	3393_6	11	0.0613090286499181	control	0
HanXRQChr00c0001.68337	HT209_MO1A-12.sort.bam	HiSeq2500	3441_6;3393_5	15	0.823205809022596	within_lane	0
HanXRQChr00c0001.68337	HT209_MO1A-12.sort.bam	HiSeq2500	3441_6;3393_5	15	0.823205809022596	control	1
HanXRQChr00c0001.68337	HT243_IA1A-11.sort.bam	X10	3563_8	8	0.420164286129618	within_lane	1
HanXRQChr00c0001.68337	HT243_IA1A-11.sort.bam	X10	3563_8	8	0.420164286129618	control	0
HanXRQChr00c0001.68337	HT091_MK6-22.sort.bam	X10	3577_4;3564_4	31	0.43875046134806	within_lane	0
HanXRQChr00c0001.68337	HT091_MK6-22.sort.bam	X10	3577_4;3564_4	31	0.43875046134806	control	0
HanXRQChr00c0001.68344	HT154_MK3-33.sort.bam	HiSeq2500	3393_1	17	0.396673239721869	within_lane	1
HanXRQChr00c0001.68344	HT154_MK3-33.sort.bam	HiSeq2500	3393_1	17	0.396673239721869	control	0
HanXRQChr00c0001.68344	HT51_SD2W-40.sort.bam	HiSeq2500	3392_2	5	0.377054553343628	within_lane	0
HanXRQChr00c0001.68344	HT51_SD2W-40.sort.bam	HiSeq2500	3392_2	5	0.377054553343628	control	1
HanXRQChr00c0001.68344	HT237_MO1W-38.sort.bam	X10	3577_4;3564_4	46	0.396673239721869	within_lane	1
HanXRQChr00c0001.68344	HT237_MO1W-38.sort.bam	X10	3577_4;3564_4	46	0.396673239721869	control	1
HanXRQChr00c0001.68344	HT129_MK2-3.sort.bam	HiSeq2500	3392_7	20	0.396673239721869	within_lane	0
HanXRQChr00c0001.68344	HT129_MK2-3.sort.bam	HiSeq2500	3392_7	20	0.396673239721869	control	1
HanXRQChr00c0001.68344	HT187_MK8-28.sort.bam	HiSeq2500	3441_5;3393_3	8	0.780387140880145	within_lane	1
HanXRQChr00c0001.68344	HT187_MK8-28.sort.bam	HiSeq2500	3441_5;3393_3	8	0.780387140880145	control	1
HanXRQChr00c0001.68344	HT160_MK7-23.sort.bam	HiSeq2500	3441_7;3393_1	13	0.803712937994015	within_lane	1
HanXRQChr00c0001.68344	HT160_MK7-23.sort.bam	HiSeq2500	3441_7;3393_1	13	0.803712937994015	control	0
HanXRQChr00c0001.68350	QPC2_IA2W-6.sort.bam	X10	3570_2	6	0.19632712369364	within_lane	0
HanXRQChr00c0001.68350	QPC2_IA2W-6.sort.bam	X10	3570_2	6	0.19632712369364	control	1
HanXRQChr00c0001.68350	HT93_ND1W-33.sort.bam	HiSeq2500	3441_7;3392_4	6	0.50552487666675	within_lane	1
HanXRQChr00c0001.68350	HT93_ND1W-33.sort.bam	HiSeq2500	3441_7;3392_4	6	0.50552487666675	control	0
HanXRQChr00c0001.68350	HT208_MK3-36.sort.bam	HiSeq2500	3393_4	11	0.221202346838549	within_lane	0
HanXRQChr00c0001.68350	HT208_MK3-36.sort.bam	HiSeq2500	3393_4	11	0.221202346838549	control	1
HanXRQChr00c0001.68351	Q87_MK3-2.sort.bam	X10	3570_2	10	0.501446583503634	within_lane	1
HanXRQChr00c0001.68351	Q87_MK3-2.sort.bam	X10	3570_2	10	0.501446583503634	control	1
HanXRQChr00c0001.68351	HT221_IA2A-21.sort.bam	HiSeq2500	3441_6;3393_6	9	0.873207489170293	within_lane	1
HanXRQChr00c0001.68351	HT221_IA2A-21.sort.bam	HiSeq2500	3441_6;3393_6	9	0.873207489170293	control	1
HanXRQChr00c0001.68351	HT51_SD2W-40.sort.bam	HiSeq2500	3392_2	5	0.48511687557432	within_lane	1
HanXRQChr00c0001.68351	HT51_SD2W-40.sort.bam	HiSeq2500	3392_2	5	0.48511687557432	control	1
HanXRQChr00c0001.68351	HT137_MK7-25.sort.bam	HiSeq2500	3392_8	5	0.501446583503634	within_lane	0
HanXRQChr00c0001.68351	HT137_MK7-25.sort.bam	HiSeq2500	3392_8	5	0.501446583503634	control	1
HanXRQChr00c0001.68351	HT237_MO1W-38.sort.bam	X10	3577_4;3564_4	46	0.501446583503634	within_lane	1
HanXRQChr00c0001.68351	HT237_MO1W-38.sort.bam	X10	3577_4;3564_4	46	0.501446583503634	control	0
HanXRQChr00c0001.68351	HT340_IA1A-4.sort.bam	X10	3577_3;3564_3	18	0.501446583503634	within_lane	0
HanXRQChr00c0001.68351	HT340_IA1A-4.sort.bam	X10	3577_3;3564_3	18	0.501446583503634	control	0
HanXRQChr00c0001.68351	HT93_ND1W-33.sort.bam	HiSeq2500	3441_7;3392_4	6	0.882222798523847	within_lane	0
HanXRQChr00c0001.68351	HT93_ND1W-33.sort.bam	HiSeq2500	3441_7;3392_4	6	0.882222798523847	control	1
HanXRQChr00c0001.68351	HT334_P-21.sort.bam	X10	3577_3;3564_3	26	0.501446583503634	within_lane	0
HanXRQChr00c0001.68351	HT334_P-21.sort.bam	X10	3577_3;3564_3	26	0.501446583503634	control	0
HanXRQChr00c0001.68351	HT088_MK4-29.sort.bam	X10	3577_4;3564_4	9	0.48511687557432	within_lane	0
HanXRQChr00c0001.68351	HT088_MK4-29.sort.bam	X10	3577_4;3564_4	9	0.48511687557432	control	0
HanXRQChr00c0001.68351	HT291_KS1A-14.sort.bam	X10	3570_6	6	0.48511687557432	within_lane	0
HanXRQChr00c0001.68351	HT291_KS1A-14.sort.bam	X10	3570_6	6	0.48511687557432	control	1
HanXRQChr00c0001.68351	QPG4_KS2W-35.sort.bam	X10	3577_5;3564_5	11	0.48511687557432	within_lane	0
HanXRQChr00c0001.68351	QPG4_KS2W-35.sort.bam	X10	3577_5;3564_5	11	0.48511687557432	control	1
HanXRQChr00c0001.68351	HT78_MK1-17.sort.bam	HiSeq2500	3392_4	13	0.461359150995692	within_lane	1
HanXRQChr00c0001.68351	HT78_MK1-17.sort.bam	HiSeq2500	3392_4	13	0.461359150995692	control	0
HanXRQChr00c0001.68351	HT285_P-75.sort.bam	X10	3570_5	15	0.501446583503634	within_lane	0
HanXRQChr00c0001.68351	HT285_P-75.sort.bam	X10	3570_5	15	0.501446583503634	control	1
HanXRQChr00c0001.68351	HT217_SD2W-21.sort.bam	HiSeq2500	3441_6;3393_5	9	0.863502098869648	within_lane	1
HanXRQChr00c0001.68351	HT217_SD2W-21.sort.bam	HiSeq2500	3441_6;3393_5	9	0.863502098869648	control	1
HanXRQChr00c0001.68351	HT162_MK8-31.sort.bam	HiSeq2500	3393_1	6	0.48511687557432	within_lane	0
HanXRQChr00c0001.68351	HT162_MK8-31.sort.bam	HiSeq2500	3393_1	6	0.48511687557432	control	1
HanXRQChr00c0001.68351	HT353_ND1A-11.sort.bam	X10	3570_7	15	0.501446583503634	within_lane	0
HanXRQChr00c0001.68351	HT353_ND1A-11.sort.bam	X10	3570_7	15	0.501446583503634	control	0
HanXRQChr00c0001.68351	HT268_IA1A_25R.sort.bam	X10	3577_1;3564_1	25	0.501446583503634	within_lane	0
HanXRQChr00c0001.68351	HT268_IA1A_25R.sort.bam	X10	3577_1;3564_1	25	0.501446583503634	control	0
HanXRQChr00c0001.68351	HT210_MO1A-25.sort.bam	HiSeq2500	3441_7;3393_5	13	0.901741003947517	within_lane	1
HanXRQChr00c0001.68351	HT210_MO1A-25.sort.bam	HiSeq2500	3441_7;3393_5	13	0.901741003947517	control	0
HanXRQChr00c0001.68351	HT125_MB1W-20.sort.bam	HiSeq2500	3392_7	6	0.48511687557432	within_lane	0
HanXRQChr00c0001.68351	HT125_MB1W-20.sort.bam	HiSeq2500	3392_7	6	0.48511687557432	control	0
HanXRQChr00c0001.68351	Q080_KS1A-36.sort.bam	X10	3577_7;3564_7	22	0.501446583503634	within_lane	0
HanXRQChr00c0001.68351	Q080_KS1A-36.sort.bam	X10	3577_7;3564_7	22	0.501446583503634	control	1
HanXRQChr00c0001.68351	Q004B_SD1A-1.sort.bam	X10	3577_7;3564_7	14	0.501446583503634	within_lane	0
HanXRQChr00c0001.68351	Q004B_SD1A-1.sort.bam	X10	3577_7;3564_7	14	0.501446583503634	control	0
HanXRQChr00c0001.68351	HT331_P-10.sort.bam	X10	3577_3;3564_3	16	0.501446583503634	within_lane	0
HanXRQChr00c0001.68351	HT331_P-10.sort.bam	X10	3577_3;3564_3	16	0.501446583503634	control	1
HanXRQChr00c0001.68351	Q083_KS2W-14.sort.bam	X10	3577_7;3564_7	13	0.501446583503634	within_lane	0
HanXRQChr00c0001.68351	Q083_KS2W-14.sort.bam	X10	3577_7;3564_7	13	0.501446583503634	control	0
HanXRQChr00c0001.68351	Q053B_IA1A-4_2.sort.bam	X10	3577_7;3564_7	30	0.501446583503634	within_lane	0
HanXRQChr00c0001.68351	Q053B_IA1A-4_2.sort.bam	X10	3577_7;3564_7	30	0.501446583503634	control	1
HanXRQChr00c0001.68351	QPD2_KS1W-32.sort.bam	X10	3577_5;3564_5	30	0.501446583503634	within_lane	1
HanXRQChr00c0001.68351	QPD2_KS1W-32.sort.bam	X10	3577_5;3564_5	30	0.501446583503634	control	1
HanXRQChr00c0001.68356	Q87_MK3-2.sort.bam	X10	3570_2	11	0.647714088670628	within_lane	1
HanXRQChr00c0001.68356	Q87_MK3-2.sort.bam	X10	3570_2	11	0.647714088670628	control	1
HanXRQChr00c0001.68356	HT154_MK3-33.sort.bam	HiSeq2500	3393_1	18	0.647714088670628	within_lane	1
HanXRQChr00c0001.68356	HT154_MK3-33.sort.bam	HiSeq2500	3393_1	18	0.647714088670628	control	0
HanXRQChr00c0001.68356	HT027_P-37.sort.bam	X10	3577_4;3564_4	42	0.647714088670628	within_lane	1
HanXRQChr00c0001.68356	HT027_P-37.sort.bam	X10	3577_4;3564_4	42	0.647714088670628	control	1
HanXRQChr00c0001.68356	HT137_MK7-25.sort.bam	HiSeq2500	3392_8	5	0.647714088670628	within_lane	1
HanXRQChr00c0001.68356	HT137_MK7-25.sort.bam	HiSeq2500	3392_8	5	0.647714088670628	control	1
HanXRQChr00c0001.68356	HT340_IA1A-4.sort.bam	X10	3577_3;3564_3	16	0.647714088670628	within_lane	0
HanXRQChr00c0001.68356	HT340_IA1A-4.sort.bam	X10	3577_3;3564_3	16	0.647714088670628	control	0
HanXRQChr00c0001.68356	HT129_MK2-3.sort.bam	HiSeq2500	3392_7	20	0.647714088670628	within_lane	1
HanXRQChr00c0001.68356	HT129_MK2-3.sort.bam	HiSeq2500	3392_7	20	0.647714088670628	control	0
HanXRQChr00c0001.68356	HT334_P-21.sort.bam	X10	3577_3;3564_3	25	0.647714088670628	within_lane	0
HanXRQChr00c0001.68356	HT334_P-21.sort.bam	X10	3577_3;3564_3	25	0.647714088670628	control	1
HanXRQChr00c0001.68356	HT088_MK4-29.sort.bam	X10	3577_4;3564_4	9	0.636069313410441	within_lane	0
HanXRQChr00c0001.68356	HT088_MK4-29.sort.bam	X10	3577_4;3564_4	9	0.636069313410441	control	1
HanXRQChr00c0001.68356	QPG4_KS2W-35.sort.bam	X10	3577_5;3564_5	11	0.636069313410441	within_lane	0
HanXRQChr00c0001.68356	QPG4_KS2W-35.sort.bam	X10	3577_5;3564_5	11	0.636069313410441	control	1
HanXRQChr00c0001.68356	HT285_P-75.sort.bam	X10	3570_5	15	0.647714088670628	within_lane	0
HanXRQChr00c0001.68356	HT285_P-75.sort.bam	X10	3570_5	15	0.647714088670628	control	1
HanXRQChr00c0001.68356	HT352_MO1W-33.sort.bam	X10	3570_7	18	0.647714088670628	within_lane	0
HanXRQChr00c0001.68356	HT352_MO1W-33.sort.bam	X10	3570_7	18	0.647714088670628	control	0
HanXRQChr00c0001.68356	HT353_ND1A-11.sort.bam	X10	3570_7	14	0.647714088670628	within_lane	0
HanXRQChr00c0001.68356	HT353_ND1A-11.sort.bam	X10	3570_7	14	0.647714088670628	control	0
HanXRQChr00c0001.68356	Q041_KS1W-24.sort.bam	X10	3577_6;3564_6	8	0.647714088670628	within_lane	1
HanXRQChr00c0001.68356	Q041_KS1W-24.sort.bam	X10	3577_6;3564_6	8	0.647714088670628	control	1
HanXRQChr00c0001.68356	HT125_MB1W-20.sort.bam	HiSeq2500	3392_7	6	0.636069313410441	within_lane	0
HanXRQChr00c0001.68356	HT125_MB1W-20.sort.bam	HiSeq2500	3392_7	6	0.636069313410441	control	1
HanXRQChr00c0001.68356	Q080_KS1A-36.sort.bam	X10	3577_7;3564_7	19	0.647714088670628	within_lane	0
HanXRQChr00c0001.68356	Q080_KS1A-36.sort.bam	X10	3577_7;3564_7	19	0.647714088670628	control	1
HanXRQChr00c0001.68356	Q004B_SD1A-1.sort.bam	X10	3577_7;3564_7	13	0.647714088670628	within_lane	0
HanXRQChr00c0001.68356	Q004B_SD1A-1.sort.bam	X10	3577_7;3564_7	13	0.647714088670628	control	1
HanXRQChr00c0001.68356	HT315_IA1A-24.sort.bam	X10	3577_2;3564_2	34	0.647714088670628	within_lane	0
HanXRQChr00c0001.68356	HT315_IA1A-24.sort.bam	X10	3577_2;3564_2	34	0.647714088670628	control	1
HanXRQChr00c0001.68356	Q083_KS2W-14.sort.bam	X10	3577_7;3564_7	14	0.647714088670628	within_lane	0
HanXRQChr00c0001.68356	Q083_KS2W-14.sort.bam	X10	3577_7;3564_7	14	0.647714088670628	control	1
HanXRQChr00c0001.68356	HT369_MO1A-6.sort.bam	X10	3570_8	5	0.636069313410441	within_lane	0
HanXRQChr00c0001.68356	HT369_MO1A-6.sort.bam	X10	3570_8	5	0.636069313410441	control	1
HanXRQChr00c0001.68356	Q053B_IA1A-4_2.sort.bam	X10	3577_7;3564_7	29	0.647714088670628	within_lane	0
HanXRQChr00c0001.68356	Q053B_IA1A-4_2.sort.bam	X10	3577_7;3564_7	29	0.647714088670628	control	0
HanXRQChr00c0001.68356	QPD2_KS1W-32.sort.bam	X10	3577_5;3564_5	31	0.647714088670628	within_lane	1
